checking_account,duration,credit_history,purpose,amount,savings_account,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,gender,profit
1,15,0,4,1360,4,0,2,2,0,1,31,1,2,1,1,0,0,0,male,86
1,6,2,5,1204,0,0,2,2,2,2,35,0,0,0,1,0,0,1,male,363
1,10,4,5,1597,2,0,0,2,0,2,40,1,0,0,3,1,0,1,nonbinary/notreported,315
1,12,4,4,2073,0,0,2,0,0,3,28,1,2,0,1,0,0,0,female,794
1,11,4,8,2142,3,3,3,2,0,3,28,1,2,0,1,0,1,0,male,287
3,10,0,2,2132,1,2,1,0,1,3,27,1,0,1,1,0,0,1,female,270
1,10,4,5,1546,4,0,0,2,0,3,31,1,2,0,3,1,0,1,male,351
1,24,0,5,1287,3,3,2,2,3,3,37,1,2,1,1,0,1,0,female,70
1,10,4,5,1418,0,0,0,2,0,3,35,1,0,0,3,0,0,1,male,56
2,6,0,5,1343,4,3,3,2,3,3,46,1,2,1,1,1,0,1,male,114
1,18,4,5,2662,1,1,2,2,1,1,32,1,2,0,1,0,0,1,male,565
1,18,0,4,6070,4,3,0,2,3,0,33,1,2,1,1,0,1,0,male,396
1,24,0,7,1927,1,0,0,2,0,0,33,1,2,1,1,0,1,0,female,221
1,18,0,4,2404,4,0,1,2,0,0,26,1,2,1,1,0,0,0,female,638
1,6,0,4,1554,4,1,3,2,0,0,24,1,0,1,1,0,1,0,female,227
1,22,4,5,1283,1,1,2,2,3,1,25,1,0,0,1,0,0,0,female,241
1,24,3,5,717,1,3,2,2,3,0,54,1,2,1,1,0,1,0,female,71
3,24,4,2,1747,4,2,2,0,2,1,24,1,2,0,3,0,0,1,male,229
3,9,0,3,1288,0,3,0,1,3,3,48,1,2,1,1,1,0,1,male,336
3,10,0,5,1038,4,1,2,0,1,1,49,1,2,1,1,0,1,0,male,344
1,10,4,1,2848,0,0,3,0,0,3,32,1,2,0,1,1,0,0,male,638
1,12,4,1,1413,3,1,0,2,0,1,55,1,2,0,1,0,0,1,male,510
1,30,0,4,3077,1,3,0,2,0,0,40,1,2,1,1,1,1,0,male,349
3,24,1,1,3632,4,0,3,1,3,0,22,0,0,0,1,0,0,1,female,635
1,18,0,1,3229,1,4,1,2,3,2,38,1,2,0,0,0,1,0,male,162
1,9,4,5,3577,0,0,3,1,0,3,26,1,0,0,1,1,0,1,male,534
1,12,0,5,682,0,1,2,2,1,0,51,1,2,1,1,0,1,0,female,177
1,10,4,4,1924,4,0,3,2,3,1,38,1,2,0,1,0,1,1,male,563
1,10,4,7,727,2,3,2,2,3,2,46,1,1,0,1,0,1,0,male,219
2,10,0,5,781,4,3,2,2,3,2,63,1,1,1,1,0,1,0,male,208
3,12,0,5,2121,4,0,2,2,0,1,30,1,2,1,1,0,0,0,male,270
1,12,0,7,701,4,0,2,2,0,0,32,1,2,1,1,0,0,0,male,144
1,10,0,2,2069,1,0,1,2,2,0,26,1,2,1,1,0,0,1,female,440
1,24,4,5,1525,3,1,2,2,1,0,34,1,2,0,1,1,1,0,female,254
1,48,0,8,7629,1,3,2,2,0,0,46,0,2,1,0,1,0,0,male,1216
3,12,0,5,3499,4,0,0,0,0,3,29,1,2,1,1,0,0,0,female,-1246
1,6,4,4,1346,0,3,1,2,3,2,42,0,1,0,1,1,1,0,male,339
1,36,0,1,10477,1,3,1,2,3,2,42,1,1,1,1,0,0,0,male,4826
3,24,4,1,2924,4,0,0,1,3,2,63,0,2,0,1,1,1,0,male,797
1,10,0,5,1231,4,3,0,2,3,3,32,1,2,1,3,1,0,1,male,249
2,18,4,5,1961,4,3,0,2,0,0,23,1,2,0,0,0,0,0,female,214
1,15,0,5,5045,1,3,3,2,3,0,59,1,2,0,1,0,1,0,female,352
1,12,0,5,1255,4,3,2,2,3,3,61,1,2,1,3,0,0,0,male,206
3,12,4,2,1858,4,2,2,2,2,0,22,1,0,0,1,0,0,0,female,246
1,6,0,2,1221,1,0,3,2,0,1,27,1,2,1,1,0,0,0,female,216
1,9,4,2,1388,4,0,2,2,0,3,26,1,0,0,1,0,0,0,female,319
1,12,4,4,2279,1,0,2,2,3,2,37,1,1,0,1,0,1,0,male,508
1,12,2,2,2759,4,3,1,2,3,1,34,1,2,1,1,0,0,0,male,691
2,24,4,4,1258,2,0,0,2,1,0,57,1,2,0,3,0,0,0,female,214
0,12,2,9,1410,4,0,1,2,0,3,31,1,2,0,3,0,1,0,male,214
3,15,4,5,1403,4,0,1,2,3,0,28,1,0,0,1,0,0,0,female,130
3,24,4,2,3021,4,0,1,2,0,3,24,1,0,0,3,0,0,0,nonbinary/notreported,865
3,24,4,8,6568,4,0,1,2,0,0,21,2,2,0,3,0,0,0,female,625
1,24,0,4,2578,3,3,1,2,0,0,34,1,2,0,1,0,0,0,male,606
0,24,0,1,7758,3,3,1,2,3,2,29,1,0,0,1,0,0,0,female,782
3,6,4,6,343,4,2,2,2,2,3,27,1,2,0,1,0,0,0,female,46
1,21,3,2,1591,0,1,2,2,1,3,34,1,2,1,0,0,0,0,male,279
3,27,4,4,3416,4,0,0,2,0,0,27,1,2,0,0,0,0,0,male,916
3,12,2,3,1108,4,1,2,2,1,3,28,1,2,1,1,0,0,0,male,-479
0,27,3,1,5965,4,3,3,2,0,0,30,1,2,1,0,0,1,0,male,1683
0,15,4,3,1514,0,0,2,1,0,3,22,1,2,0,1,0,0,0,male,502
1,30,0,4,6742,1,1,1,2,1,1,36,1,2,1,1,0,0,0,male,356
3,18,4,2,3650,4,2,3,2,3,0,22,1,0,0,1,0,0,0,female,557
3,21,4,2,3599,4,1,3,2,3,0,26,1,0,0,3,0,0,0,female,1081
1,60,0,5,13756,1,3,1,2,3,2,63,0,1,0,0,0,1,0,male,1886
0,9,4,5,276,4,0,2,2,3,3,22,1,0,0,3,0,0,0,female,67
1,42,0,2,4041,2,0,2,2,3,3,36,1,2,1,1,0,1,0,male,789
0,9,4,4,458,4,0,2,2,1,3,24,1,2,0,1,0,0,0,male,95
0,9,4,2,918,4,0,2,2,2,1,30,1,2,0,1,0,0,0,female,-664
1,24,4,5,7393,4,0,3,2,3,1,43,1,2,0,3,1,0,0,male,541
2,10,4,6,1225,4,0,1,2,0,0,37,1,2,0,1,0,1,0,male,293
3,24,4,1,2812,1,3,1,2,3,3,26,1,0,0,1,0,0,0,female,297
1,15,4,1,3029,4,1,1,2,0,0,33,1,2,0,1,0,0,0,male,531
2,12,0,5,1480,2,4,1,2,3,2,66,0,1,2,2,0,0,0,nonbinary/notreported,295
2,6,0,7,1047,4,0,1,2,3,1,50,1,2,0,3,0,0,0,female,243
1,15,0,4,1471,4,0,2,2,3,2,35,1,1,1,1,0,1,0,male,444
1,24,4,2,5511,0,0,2,2,2,0,25,2,2,0,1,0,0,0,male,947
0,9,4,4,1206,4,3,2,2,3,3,25,1,2,0,1,0,0,0,female,326
0,24,3,4,6403,4,2,3,2,0,0,33,1,2,0,1,0,0,0,male,985
1,12,4,4,707,4,0,2,2,0,3,30,0,2,1,1,0,0,0,male,82
1,12,3,1,1503,4,0,2,2,3,3,41,1,0,0,1,0,0,0,female,323
0,12,4,5,6078,4,1,1,2,0,0,32,1,2,0,1,0,0,0,male,908
0,27,4,8,2528,4,2,2,2,2,1,32,1,2,0,1,1,1,0,female,133
0,12,4,8,1037,0,1,0,2,3,3,39,1,2,0,3,0,0,0,male,246
3,6,4,1,1352,2,4,3,2,0,1,23,1,0,0,2,0,1,0,nonbinary/notreported,138
1,24,4,4,3181,4,2,2,2,3,1,26,1,2,0,1,0,1,0,female,99
1,18,4,4,4594,4,2,0,2,0,0,32,1,2,0,1,0,1,0,male,573
0,48,4,0,5381,1,4,0,2,3,2,40,0,1,0,2,0,1,0,male,1039
1,15,4,1,4657,4,0,0,2,0,0,30,1,2,0,1,0,1,0,male,1216
0,9,4,8,1391,4,0,1,2,2,3,27,0,2,0,1,0,1,0,female,267
0,18,4,8,1913,3,2,0,2,1,3,36,0,2,0,1,0,1,0,female,288
1,42,4,4,7166,1,1,1,2,3,1,29,1,0,0,1,0,1,0,female,1525
1,13,4,4,1409,0,4,1,2,3,3,64,1,2,0,1,0,0,0,female,31
1,24,3,8,2978,1,0,2,2,3,3,32,1,2,1,1,1,1,0,male,455
1,12,0,4,976,1,3,2,2,3,0,35,1,2,1,1,0,0,0,nonbinary/notreported,196
1,24,3,8,2375,2,0,2,2,0,0,44,1,2,1,1,1,1,0,male,501
1,12,0,4,522,2,3,2,2,3,1,42,1,2,1,1,1,1,0,male,125
1,28,0,4,2743,4,3,2,2,0,0,29,1,2,1,1,0,0,0,male,461
1,11,0,4,1154,0,4,2,2,3,3,57,1,2,2,3,0,0,0,female,206
1,24,0,1,5804,3,0,2,2,0,3,27,1,2,1,1,0,0,0,male,2195
1,18,0,4,1169,1,0,2,2,1,1,29,1,2,1,1,0,1,0,male,347
3,15,0,2,1478,4,3,2,2,3,0,44,1,2,1,1,1,1,0,male,58
1,12,4,4,776,4,0,2,2,0,3,28,1,2,0,1,0,0,0,female,39
0,11,0,5,1322,3,0,2,2,3,0,40,1,2,1,1,0,0,0,female,108
0,16,0,5,1175,4,4,1,2,1,0,68,1,1,2,2,0,1,0,male,321
1,12,4,5,2133,1,3,2,2,3,2,52,1,1,0,0,0,1,0,female,584
1,15,0,4,1829,4,3,2,2,3,0,46,1,2,1,1,0,1,0,male,190
1,12,0,4,717,4,3,2,2,3,3,52,1,2,2,1,0,0,0,male,59
0,39,3,7,11760,0,1,1,2,1,2,32,1,0,0,1,0,1,0,male,328
0,9,0,7,1501,4,3,1,2,1,0,34,1,2,1,0,0,1,0,female,-197
3,12,4,7,1200,1,0,2,2,3,1,23,0,0,0,1,0,1,0,female,67
0,9,4,5,3195,1,0,3,2,0,3,33,1,2,0,3,0,0,0,female,521
1,30,0,4,4530,4,1,2,2,3,0,26,1,0,0,0,0,1,0,female,244
1,12,3,3,1555,3,3,2,2,3,2,55,1,1,1,1,1,0,0,male,-531
0,15,0,8,2326,2,0,1,2,3,0,27,0,2,0,1,0,0,0,male,300
0,18,0,8,1887,1,0,2,2,3,3,28,0,2,1,1,0,0,0,female,579
1,12,0,8,1264,1,3,2,2,3,2,57,1,0,0,3,0,0,0,male,324
1,7,3,4,846,1,3,0,2,3,2,36,1,1,0,1,0,0,0,male,75
1,15,0,7,1532,0,0,2,2,1,0,31,1,2,0,1,0,0,0,female,159
1,6,3,4,935,4,0,0,2,0,3,24,1,2,0,1,0,0,0,female,115
3,27,0,8,2442,4,3,2,2,3,0,43,2,2,3,0,1,1,0,nonbinary/notreported,407
0,18,0,8,3590,4,4,0,2,1,0,40,1,2,2,2,1,1,0,female,470
1,21,0,2,2288,4,2,2,2,3,1,23,1,2,0,1,0,1,0,female,327
1,27,3,8,5117,4,1,0,2,3,0,26,1,2,1,1,0,0,0,male,307
3,39,0,2,14179,1,1,2,2,3,1,30,1,2,1,0,0,1,0,male,1906
1,15,4,4,1386,1,0,2,2,0,3,40,1,0,0,1,0,1,0,female,206
1,12,0,4,618,4,3,2,2,3,3,56,1,2,0,1,0,0,0,male,166
1,12,4,2,1574,4,0,2,2,0,3,50,1,2,0,1,0,0,0,male,236
1,6,0,4,700,1,3,2,2,3,2,36,1,1,1,1,0,0,0,male,203
1,12,4,4,886,1,0,2,2,0,0,21,1,2,0,1,0,0,0,female,197
1,36,4,1,4686,4,0,1,2,0,2,32,1,1,0,0,0,1,0,male,1158
0,9,4,4,790,2,0,2,2,1,3,66,1,2,0,3,0,0,0,female,108
0,12,4,4,766,2,0,2,2,1,3,66,1,2,0,3,0,0,0,male,-338
3,20,4,2,2212,1,1,2,2,3,0,39,1,2,0,1,0,1,0,male,617
0,10,4,5,7308,4,4,1,2,3,2,70,0,1,0,0,0,1,0,male,1871
0,24,0,7,5743,4,2,1,2,3,2,24,1,1,1,1,0,1,0,female,1400
3,14,4,5,3973,4,4,3,2,3,2,22,1,1,0,1,0,0,0,nonbinary/notreported,754
0,60,3,4,7418,1,0,3,2,2,3,27,1,2,0,3,0,0,0,male,446
0,20,3,0,2629,4,0,1,2,1,0,29,0,2,1,1,0,1,0,male,231
0,18,4,8,1941,3,0,2,2,0,1,35,1,2,0,3,0,1,0,male,393
0,24,3,2,2333,1,2,2,2,0,1,29,0,2,0,3,0,0,0,male,687
1,12,4,1,2445,1,2,1,2,3,0,26,1,0,0,1,0,1,0,female,672
0,20,4,1,6468,1,4,3,2,3,3,60,1,2,0,0,0,1,0,male,370
0,18,0,2,7374,4,4,2,2,3,1,40,2,2,1,0,0,1,0,male,2153
1,15,4,1,3812,0,2,3,2,3,0,23,1,2,0,1,0,1,0,female,1411
3,28,4,5,4006,4,0,0,2,0,0,45,1,2,0,3,0,0,0,male,-410
0,12,4,5,7472,1,4,3,2,0,3,24,1,0,0,2,0,0,0,female,498
2,12,4,2,1424,1,3,0,2,3,3,55,1,2,0,0,0,1,0,female,247
0,12,4,1,2028,1,0,2,2,0,0,30,1,2,0,1,0,0,0,nonbinary/notreported,434
1,15,4,5,5324,2,3,3,2,3,2,35,1,1,0,1,0,0,0,female,69
0,36,4,4,2323,4,1,2,2,3,0,24,1,0,0,1,0,0,0,male,617
1,12,4,7,1393,4,3,2,2,3,1,47,0,2,2,1,1,1,0,male,87
1,18,4,2,1984,4,0,2,2,3,2,47,0,1,1,1,0,0,0,male,118
1,24,4,4,999,1,3,2,2,0,0,25,1,2,1,1,0,0,0,male,217
1,36,4,8,7409,1,3,0,2,0,1,37,1,2,1,1,0,0,0,male,124
1,15,4,2,2186,1,1,3,2,3,3,33,0,0,0,3,0,0,0,female,263
2,36,4,4,4473,4,3,2,2,0,0,31,1,2,0,1,0,0,0,male,756
1,24,4,9,937,4,2,2,2,1,0,27,1,2,1,3,0,0,0,female,121
1,18,4,2,3422,4,3,2,2,3,1,47,0,2,2,1,1,1,0,male,426
1,24,4,4,3105,1,2,2,2,0,0,25,1,2,1,1,0,0,0,male,370
1,12,0,7,2748,4,3,1,2,3,2,57,0,1,2,3,0,0,0,female,499
0,18,4,3,3872,4,4,1,2,3,0,67,1,2,0,1,0,1,0,female,147
1,27,4,3,5190,1,3,2,2,3,1,48,1,2,3,1,1,1,0,male,1134
0,18,4,2,3001,4,1,1,2,3,3,40,1,0,0,1,0,0,0,female,278
1,24,3,8,3863,4,0,3,2,0,2,32,1,1,0,1,0,0,0,male,1452
1,12,0,2,5801,1,3,1,2,3,1,49,1,0,0,1,0,1,1,nonbinary/notreported,990
1,12,0,2,1592,3,1,0,2,0,1,35,1,2,0,1,0,0,0,female,372
1,12,0,8,1185,4,0,0,2,0,3,27,1,2,1,1,0,0,0,female,74
1,18,0,2,3780,4,2,0,2,0,0,35,1,2,1,0,0,1,0,male,462
0,18,0,2,3612,4,3,0,2,3,1,37,1,2,0,1,0,1,1,female,590
1,12,4,8,1076,4,0,1,2,0,3,26,1,2,0,1,0,1,0,female,36
1,12,4,5,3527,1,2,1,2,1,1,45,1,2,0,0,1,1,0,male,543
1,18,4,4,2051,4,2,2,2,2,3,33,1,2,0,1,0,0,0,male,412
1,12,0,2,3331,4,3,1,2,3,1,42,2,2,0,1,0,0,0,male,656
3,18,2,8,3104,4,1,0,2,2,1,31,0,2,0,1,0,1,0,male,430
1,24,0,4,2611,4,3,2,0,1,3,46,1,2,1,1,0,0,0,nonbinary/notreported,429
3,12,0,1,1409,4,3,2,2,1,3,54,1,2,0,1,0,0,0,male,202
1,24,4,4,1311,0,1,2,2,1,1,26,1,2,0,1,0,1,0,female,200
1,6,4,4,2108,4,1,1,2,0,3,29,1,0,0,1,0,0,0,female,258
1,24,0,1,4042,1,1,0,2,3,1,43,1,2,1,1,0,1,0,male,484
1,12,0,5,926,4,4,3,2,0,1,38,1,2,0,2,0,0,0,female,172
3,12,4,4,1680,2,3,0,2,2,3,35,1,2,0,1,0,0,0,female,312
1,24,4,5,1249,4,2,2,2,0,3,28,1,2,0,1,0,0,0,female,117
1,24,0,5,2463,0,1,2,2,1,1,27,1,2,1,1,0,1,0,female,130
1,6,4,4,1595,4,1,0,2,0,1,51,1,2,0,1,1,0,0,male,239
1,24,0,3,2058,4,0,2,2,0,3,33,1,2,1,1,0,1,0,male,229
1,24,4,1,7814,4,1,0,2,1,0,38,1,2,0,0,0,1,0,nonbinary/notreported,2094
1,6,0,4,1740,4,3,1,2,0,3,30,1,0,1,1,0,0,0,female,164
1,12,0,4,1240,1,3,2,2,0,3,38,1,2,1,1,0,1,0,female,155
1,24,0,1,6842,1,0,1,2,3,1,46,1,2,1,0,1,1,0,male,612
1,24,0,2,5150,4,3,2,2,3,0,33,1,2,0,1,0,1,0,male,1508
3,6,4,5,1203,0,3,0,2,0,1,43,1,2,0,1,0,1,0,male,297
1,6,0,5,2080,2,0,3,2,0,0,24,1,2,0,1,0,0,0,female,570
1,6,4,7,1538,4,2,3,2,0,2,56,1,2,0,1,0,0,0,female,191
0,24,0,5,3878,0,2,2,2,0,0,37,1,2,0,1,0,1,0,male,395
0,30,4,2,3832,4,2,1,2,2,1,22,1,2,0,1,0,0,0,female,805
1,15,4,5,3186,3,1,1,2,1,0,20,1,0,0,1,0,0,0,female,625
0,24,4,4,2896,0,2,1,2,2,0,29,1,2,0,1,0,0,0,male,251
0,24,3,8,6967,0,1,2,2,3,0,36,1,0,0,0,0,1,0,male,943
1,36,4,7,1819,4,0,2,2,3,2,37,2,1,0,1,0,1,0,nonbinary/notreported,-972
1,24,4,4,5943,1,2,3,2,2,0,44,1,2,1,1,0,1,0,female,-1961
1,36,0,2,7127,4,2,1,2,3,1,23,1,0,1,1,0,1,0,female,-2523
1,36,4,2,3349,4,0,2,2,0,0,28,1,2,0,0,0,1,0,female,-1492
1,36,4,2,10974,4,4,2,2,0,0,26,1,2,1,0,0,1,0,female,-4369
1,6,4,4,518,4,0,0,2,2,3,29,1,2,0,1,0,0,0,female,50
1,18,4,4,1126,1,2,2,2,0,3,21,1,0,0,1,0,1,0,female,203
0,12,0,1,1860,4,4,2,2,0,0,34,1,2,1,0,0,1,0,male,346
1,36,0,4,9566,4,0,1,2,0,0,31,2,2,1,1,0,0,0,female,2312
3,12,4,4,701,4,0,2,2,0,3,40,1,2,0,3,0,0,0,female,27
0,12,4,4,2930,4,1,1,2,2,3,27,1,2,0,1,0,0,0,female,1125
1,18,4,4,1505,4,0,2,2,0,2,32,1,1,0,0,0,1,0,male,348
1,18,0,4,2238,4,0,1,2,2,0,25,1,2,1,1,0,0,0,female,629
1,4,0,4,1503,4,1,1,2,2,3,42,1,2,1,3,1,0,0,male,617
1,24,0,1,2197,1,1,2,2,3,0,43,1,2,1,1,1,1,0,male,363
2,12,4,4,1881,4,0,1,2,0,0,44,1,0,0,3,0,1,0,female,367
3,18,0,4,1880,4,1,2,2,2,1,32,1,2,1,0,0,1,0,female,305
3,18,4,4,2389,4,2,2,2,2,0,27,2,2,0,1,0,0,0,female,288
0,24,4,4,1967,4,3,2,2,3,0,20,1,2,0,1,0,1,0,female,82
1,4,0,5,3380,4,1,3,2,2,3,37,1,2,0,1,1,0,0,female,509
1,4,0,5,1455,4,1,1,2,2,3,42,1,2,2,3,1,0,0,male,259
1,7,0,4,730,1,3,2,2,0,1,46,1,0,1,3,0,1,0,male,236
0,18,2,2,3244,4,0,3,2,3,0,33,0,2,1,1,0,1,0,female,909
0,9,4,4,1670,4,2,2,2,0,0,22,1,2,0,1,0,1,0,female,-628
0,48,4,4,3979,1,1,2,2,2,0,41,1,2,1,1,1,1,0,nonbinary/notreported,934
0,12,4,2,1922,4,0,2,2,0,1,37,1,2,0,3,0,0,0,male,-304
0,18,0,2,1295,4,2,2,2,2,1,27,1,2,1,1,0,0,0,female,146
1,4,0,4,1544,4,1,1,2,2,3,42,1,2,2,3,1,0,0,male,290
0,8,4,8,907,4,2,0,2,0,3,26,1,2,0,1,0,1,0,female,161
0,30,4,4,1715,1,0,2,2,2,0,26,1,2,0,1,0,0,0,female,248
2,10,0,4,1347,1,1,2,2,0,1,27,1,2,1,1,0,1,0,male,456
0,12,4,5,1007,3,0,2,2,2,3,22,1,2,0,1,0,0,0,female,95
1,12,0,2,1402,2,1,0,2,3,0,37,1,0,0,1,0,1,0,female,250
0,12,4,5,2002,4,1,0,2,3,1,30,1,0,0,1,1,1,0,male,523
1,12,0,7,2096,4,1,1,2,1,3,49,1,2,0,3,1,0,0,male,468
1,12,4,5,1101,4,0,0,2,0,3,27,1,2,1,1,0,1,0,female,145
1,10,4,9,894,1,1,2,2,1,1,40,1,2,0,1,0,1,0,female,230
0,11,4,2,1577,3,2,2,2,2,3,20,1,2,0,1,0,0,0,female,325
1,33,3,8,2764,4,0,1,2,0,0,26,1,2,1,1,0,1,0,female,195
0,48,2,5,8358,2,2,3,2,2,0,30,1,2,1,1,0,0,0,female,135
2,12,4,2,1474,4,2,2,2,2,1,33,0,2,0,0,0,1,0,female,162
1,24,4,1,5433,1,4,1,2,3,1,26,1,0,0,0,0,1,0,female,291
0,14,4,8,1410,2,3,3,2,0,3,35,1,2,0,1,0,1,0,female,51
1,20,0,5,3485,1,2,1,2,3,3,44,1,2,1,1,0,1,0,male,860
1,18,0,1,3850,4,1,0,2,2,0,27,1,2,1,1,0,0,0,nonbinary/notreported,1137
0,60,4,5,7408,0,2,2,2,0,1,24,1,2,0,0,0,0,0,female,-2527
2,24,4,4,1377,0,3,2,2,0,2,47,1,1,0,1,0,1,0,female,593
1,30,3,8,4272,0,0,1,2,0,1,26,1,2,1,3,0,0,0,male,757
0,24,3,4,1553,0,1,0,2,0,1,23,1,0,1,1,0,1,0,female,402
0,36,3,8,9857,0,1,3,2,1,1,31,1,2,1,3,1,1,0,male,2481
1,6,0,5,362,0,0,2,2,3,0,52,1,2,1,3,0,0,0,female,84
1,12,0,2,1935,4,3,2,2,3,3,43,1,2,2,1,0,1,0,male,50
1,48,4,4,10222,1,1,2,2,1,0,37,2,2,0,1,0,1,0,male,1506
2,12,4,5,1330,4,2,2,2,2,3,26,1,2,0,1,0,0,0,male,113
1,36,4,7,9055,1,0,1,2,3,2,35,1,1,0,3,1,1,0,male,1139
0,26,4,1,7966,4,2,1,2,1,0,30,1,2,1,1,0,0,0,male,1045
0,30,1,2,3496,3,0,2,2,0,0,34,2,2,0,1,1,1,0,male,815
0,36,4,1,6948,4,0,1,2,0,0,35,1,0,0,0,0,1,0,male,1406
0,48,2,8,12204,1,0,1,2,0,0,48,0,2,0,0,0,1,0,male,512
3,36,4,2,3446,4,3,2,2,0,0,42,1,2,0,1,1,0,0,male,-212
3,12,4,7,684,4,0,2,2,3,0,40,1,0,0,3,1,0,0,male,-265
3,33,0,2,4281,2,0,3,2,3,0,23,1,2,1,1,0,0,0,female,-416
3,42,4,4,7174,1,1,2,2,1,0,30,1,2,0,0,0,1,0,female,-2163
3,24,1,4,1546,4,1,2,1,3,0,24,0,0,0,3,0,0,0,male,-76
3,24,4,2,2359,0,4,3,2,2,1,33,1,2,0,1,0,0,0,male,-1497
1,24,4,4,3621,0,3,1,2,3,0,31,1,2,1,1,0,0,0,male,-989
3,12,4,6,741,0,4,2,2,1,1,22,1,2,0,1,0,0,0,female,-376
3,12,4,2,7865,4,3,2,2,3,2,53,1,1,0,0,0,1,0,male,-3906
3,24,4,1,2910,4,1,1,2,2,2,34,1,1,0,0,0,1,0,male,510
3,18,0,5,5302,4,3,1,2,3,2,36,1,1,2,0,0,1,0,nonbinary/notreported,1641
3,36,4,2,3620,4,0,3,1,0,1,37,1,2,0,1,1,0,0,male,795
3,18,4,4,3509,4,1,2,1,2,3,25,1,2,0,1,0,0,0,female,651
0,12,4,2,3017,4,2,0,2,2,3,34,1,0,0,0,0,0,0,female,521
3,12,4,2,1657,4,0,1,2,0,3,27,1,2,0,1,0,0,0,male,150
3,8,0,0,1164,4,3,0,2,3,2,51,0,1,1,0,1,1,0,male,377
3,36,0,2,6229,4,2,2,0,3,2,23,1,0,1,3,0,1,0,female,-2098
3,24,1,5,1193,4,4,3,0,3,2,29,1,0,1,2,0,0,0,female,-214
3,30,2,2,4583,4,0,1,1,0,3,32,1,2,1,1,0,0,0,male,834
3,36,0,2,5371,4,0,0,1,0,1,28,1,2,1,1,0,0,0,male,1735
3,12,4,2,708,4,0,1,1,1,1,38,1,2,0,3,1,0,0,male,142
3,21,0,5,571,4,3,2,2,3,3,65,1,2,1,1,0,0,0,male,125
3,30,4,4,2522,4,3,3,1,1,1,39,1,2,0,1,1,0,0,nonbinary/notreported,595
3,36,4,2,5179,4,1,2,2,0,1,29,1,2,0,1,0,0,0,male,-4029
3,36,4,1,8229,4,0,1,2,0,1,26,1,2,0,1,1,0,0,male,-2911
1,24,0,2,2028,4,1,1,2,0,1,30,1,2,1,3,0,0,0,male,608
3,6,4,5,1374,1,4,2,2,1,1,75,1,2,0,0,0,1,0,female,273
3,12,4,2,1289,4,0,2,1,2,1,21,1,2,0,3,0,0,0,male,131
3,36,4,2,2712,4,3,1,2,0,1,41,0,2,0,1,1,0,0,male,-118
3,15,0,2,975,4,0,1,2,1,1,25,1,2,1,1,0,0,0,male,253
0,6,3,2,1050,4,4,2,2,2,1,35,2,2,1,0,0,1,1,male,343
3,6,0,5,609,4,1,2,2,1,1,37,1,2,1,1,0,0,0,female,47
3,48,4,1,4788,4,1,2,2,1,1,26,1,2,0,1,1,0,0,male,452
0,24,4,2,3069,0,3,2,2,3,2,30,1,1,0,1,0,0,0,male,472
0,12,4,5,836,0,2,2,2,0,1,23,0,2,0,3,0,0,0,female,-208
3,12,4,2,2577,4,0,1,2,2,0,42,1,2,0,1,0,0,0,male,198
3,12,4,2,1620,4,0,1,0,1,1,30,1,2,0,1,0,0,0,female,403
3,15,4,2,1845,4,2,2,1,2,1,46,1,0,0,1,0,0,0,female,16
3,24,4,1,6579,4,4,2,2,0,2,29,1,1,0,0,0,1,0,male,691
3,12,4,5,1893,4,0,2,1,3,1,29,1,2,0,1,0,1,0,female,112
3,30,0,1,10623,4,3,0,2,3,2,38,1,1,2,0,1,1,0,male,690
3,18,4,5,2249,0,1,2,2,1,0,30,1,2,0,0,1,1,0,male,782
3,30,4,2,3108,4,2,1,2,3,1,31,1,2,0,3,0,0,0,male,-512
0,12,0,5,958,4,1,1,2,1,3,47,1,2,1,3,1,0,0,male,436
1,24,4,1,9277,1,0,1,2,3,2,48,1,1,0,1,0,1,0,male,923
1,24,0,0,6314,4,4,2,0,0,2,27,0,2,1,0,0,1,0,male,1492
3,12,0,1,1526,4,3,2,2,3,2,66,1,1,1,0,0,0,0,male,110
3,12,4,2,3590,4,0,1,0,0,1,29,1,2,0,3,1,0,0,male,453
3,24,0,1,6615,4,4,1,2,3,2,75,1,1,1,0,0,1,0,male,1168
3,6,0,2,1872,4,4,2,2,3,2,36,1,1,2,0,0,1,0,male,71
1,12,4,5,2859,1,4,2,2,3,2,38,1,2,0,0,0,1,0,male,327
1,18,0,4,1582,3,3,2,2,3,0,46,1,2,1,1,0,0,0,male,460
1,6,4,9,1238,1,4,2,2,3,1,36,1,2,0,0,1,1,0,male,276
3,12,4,2,2578,4,4,0,2,3,2,55,1,1,0,0,0,0,0,female,189
3,15,0,2,1433,4,0,2,2,1,1,25,1,0,1,1,0,0,0,female,2
3,42,4,2,7882,4,1,1,1,3,1,45,1,1,0,1,1,0,0,male,2991
3,24,4,2,4169,4,0,2,2,3,1,28,1,2,0,1,0,0,0,male,810
3,36,4,2,3959,4,4,2,2,1,1,30,1,2,0,0,0,1,0,male,844
3,36,4,5,3249,4,1,1,2,3,2,39,0,1,0,0,1,1,0,male,1314
3,24,4,2,3149,4,2,2,2,2,2,22,0,1,0,1,0,0,0,male,237
3,12,0,2,2246,4,3,0,2,1,1,60,1,2,1,1,0,0,0,male,-549
